Filename,lemma_ttr,lemma_mattr,lexical_density_tokens,lexical_density_types,syn_overlap_sent_noun,syn_overlap_sent_verb,syn_overlap_para_noun,syn_overlap_para_verb,sdi_noun,sdi_verb
SQuAD_Entry_71.txt,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_22.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_98.txt,0.5,0.5,0.75,0.75,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_38.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_67.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_92.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_33.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_23.txt,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0
SQuAD_Entry_21.txt,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_42.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_96.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_39.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_46.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_85.txt,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.75,0.6666666666666666,0.0,0.6666666666666666,0.0,0.5789473684210527,0
SQuAD_Entry_6.txt,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_99.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_25.txt,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0
SQuAD_Entry_31.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_79.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_34.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_50.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_65.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_24.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_69.txt,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_60.txt,0.75,0.75,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0
SQuAD_Entry_81.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_16.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_76.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_26.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_29.txt,0.6,0.6,0.8,0.6666666666666666,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_3.txt,0.8125,0.8125,0.75,0.6923076923076923,1.0,0.0,1.0,0.0,0.7931034482758621,0
SQuAD_Entry_100.txt,0.9,0.9,0.8,0.7777777777777778,0.0,0.0,0.0,0.0,1.0,1.0
SQuAD_Entry_57.txt,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_72.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_2.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_9.txt,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_44.txt,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_1.txt,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0
SQuAD_Entry_87.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_12.txt,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0
SQuAD_Entry_40.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_82.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_47.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_4.txt,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
SQuAD_Entry_58.txt,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0
SQuAD_Entry_53.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_95.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_74.txt,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_68.txt,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_41.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_43.txt,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
SQuAD_Entry_89.txt,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.75,1.0,0.0,1.0,0.0,0.5384615384615384,0
SQuAD_Entry_80.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_15.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_48.txt,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_37.txt,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
SQuAD_Entry_86.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_32.txt,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_18.txt,0.6,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.7142857142857143,0
SQuAD_Entry_11.txt,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_30.txt,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0
SQuAD_Entry_78.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_5.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_63.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_77.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_51.txt,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
SQuAD_Entry_27.txt,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
SQuAD_Entry_66.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_52.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_64.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
SQuAD_Entry_35.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_36.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_75.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_88.txt,0.8,0.8,0.6,0.75,0.0,0.0,0.0,0.0,1.0,0
SQuAD_Entry_83.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_7.txt,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_45.txt,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0
SQuAD_Entry_55.txt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
